name,address,online_order,book_table,location,restaurant_type,cuisines,category,city,votes,rating,cost_for_two
Burger King,"59/3, Ground & First Floor, West Anjaneya Temple Road, Ward 49, Gandhi Bazaar, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Burger, Fast Food, Beverages",Delivery,Banashankari,71,3.2,600.0
Cake Art,"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",No,No,Basavanagudi,"Bakery, Quick Bites",Bakery,Delivery,Banashankari,15,3.5,400.0
HOT COFFEE,"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"South Indian, Chinese",Delivery,Banashankari,70,4.1,150.0
Onesta,"2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Yes,Yes,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",Delivery,Banashankari,2556,4.6,600.0
The Good Bowl,"101, Ground Floor, Manjunatha Complex, 22nd Main Road, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,"Takeaway, Delivery","Italian, North Indian, Biryani",Delivery,Banashankari,6,3.6,500.0
Foodizo,"17, Near BDA Complex, 25th Cross Road, 21st Main, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",Delivery,Banashankari,24,3.6,300.0
New Ambur Hot Dum Biryani,"Near BHEL, Mysore Road, Bangalore",No,No,Mysore Road,Quick Bites,Biryani,Dine-out,Banashankari,8,3.2,150.0
Bengaluru Coffee House,"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Dine-out,Banashankari,201,4.1,300.0
Kanti Sweets,"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Yes,No,Banashankari,Sweet Shop,"Mithai, Street Food",Delivery,Banashankari,115,4.0,400.0
Krishna Sagar,"38, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,North Indian,Dine-out,Banashankari,31,3.5,200.0
Shree Mandarathi Grand,"8/10, Subramanyapura Main Road, Near Royal Mart, Uttarahalli, Bangalore",Yes,No,Uttarahalli,Casual Dining,"South Indian, North Indian",Delivery,Banashankari,38,3.7,400.0
Simple Thindies,"2/B J P Road, Girinagar I Phase, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,South Indian,Dine-out,Banashankari,8,3.5,200.0
Kavali,"Chennammana Kere, Kathreguppe, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,"South Indian, Street Food",Dine-out,Banashankari,42,4.0,300.0
Cake-O-Mania,"Amoda Valmark Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road",Yes,No,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",Delivery,Bannerghatta Road,7,3.4,300.0
Vishal Foods,"2, Akshay Nagar, Near DLF New Town, Begur Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Street Food",Delivery,Bannerghatta Road,57,3.3,250.0
Brew Point,"10/3, Shamanna Garden, 22nd Main Rd, Phase 5, JP Nagar, Bangalore",Yes,No,JP Nagar,Cafe,"Cafe, American, Burger, Sandwich, Fast Food",Cafes,Bannerghatta Road,10,3.6,500.0
Hotel Aradhana,"193, N.S. Pallya, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,North Indian,Dine-out,Bannerghatta Road,51,3.7,300.0
Crepe Nation,"16th Mian Road, 2nd Stage, BTM, Bangalore",Yes,No,South Bangalore,Food Truck,"Fast Food, Desserts",Delivery,Bannerghatta Road,12,3.8,300.0
Bhavani Chats,"A11, Opposite Ranka Apartments, Bilekahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Street Food,Delivery,Bannerghatta Road,34,3.6,100.0
Special Biriyani,"Sarakki Signal, Kanakapura Road, 6th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"North Indian, Biryani",Delivery,Bannerghatta Road,4,2.9,300.0
Crumb Together,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Yes,Yes,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese",Drinks & nightlife,Bannerghatta Road,585,4.1,1200.0
Bhojohori Manna,"42, Opposite RV Dental College, 7th Cross, JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,"Bengali, Mughlai",Delivery,Bannerghatta Road,662,3.7,650.0
Fish Chain,"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","Seafood, BBQ, Biryani",Delivery,Bannerghatta Road,37,3.9,250.0
Hot Rolls & House Of Kebabs,"RBI Layout, Puttenahalli, Phase 7, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Rolls, Kebab, Biryani",Delivery,Bannerghatta Road,55,3.1,200.0
Mahek Pizza,"24th Main, 5th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,Pizza,Delivery,Bannerghatta Road,38,3.9,400.0
Hotel Annapoorna,"Opposite Sai Baba Temple, 80 Feet Main Road, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"South Indian, Chinese, North Indian, Seafood",Dine-out,Bannerghatta Road,9,3.2,400.0
Meal Square,"175/176, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Delivery,"North Indian, Chinese",Delivery,Bannerghatta Road,8,3.2,600.0
Zhang's - Chinese Restaurant,"1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,"Chinese, Momos",Dine-out,Bannerghatta Road,587,4.1,700.0
Pepper Crown Restaurant,"8th Floor, Club House, SNN Raj Serenity Apartments, Koppa-Begur Main Road, Yelnahalli, Bannerghatta Road",Yes,No,Bannerghatta Road,Casual Dining,"Continental, North Indian, Chinese",Delivery,Bannerghatta Road,7,3.2,700.0
The Cravery,"296, Ground Floor, 5th Phase, 100 ft Outer Ring Road, JP Nagar, Bangalore",Yes,No,JP Nagar,Cafe,"Continental, Burger, Beverages, Cafe, Italian, Rolls",Delivery,Bannerghatta Road,18,2.6,500.0
Kumbha Bhojanam,"Shop 7, 3 Floor, Royal Minakshi Mall, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Food Court,Andhra,Delivery,Bannerghatta Road,11,3.6,300.0
Pika's Kitchen,"Shop 2, Ground Floor, Shree Durga Complex, Nobel Residency Road, Off Begur Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"Continental, Italian",Delivery,Bannerghatta Road,24,3.4,800.0
Kolkata Famous Kati Rolls,"Opposite IBM, Near Big Bazar, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Rolls",Delivery,Bannerghatta Road,25,3.1,100.0
Cakebuy,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Dessert Parlor,Desserts,Desserts,Bannerghatta Road,70,3.9,350.0
TFI - The Fresh Ice Cream,"38, Opposite to SBI Bank, Near Village Hyper Market, Akshay Nagar, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Dessert Parlor,"Ice Cream, Beverages",Delivery,Bannerghatta Road,41,3.2,400.0
Chicken Dera,"2A/16, 22nd Main, Mosque Road, Vinayakanagar, JP Nagar, Bangalore",No,No,JP Nagar,Quick Bites,"Mughlai, Kebab, Biryani",Dine-out,Bannerghatta Road,25,3.0,400.0
Vinaya Cafe,"30, 33rd Main, 16th Cross, 6th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"South Indian, Street Food, Juices",Delivery,Bannerghatta Road,55,3.7,200.0
Cafe Coffee Day,"524, 60 Feet Road,Vijaya Bank Layout, Opposite Police Station, Belekahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Cafe,"Cafe, Fast Food",Delivery,Bannerghatta Road,26,3.7,900.0
The Pavillion,"Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,"North Indian, Continental, South Indian, Chinese",Dine-out,Bannerghatta Road,43,2.7,1000.0
Crumb Together,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Yes,Yes,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese",Delivery,Bannerghatta Road,583,4.1,1200.0
Juice Fresco & Pizza,"47/1, 9th Main, 1st Cross, 3rd Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,"Quick Bites, Beverage Shop","Beverages, Pizza",Delivery,Bannerghatta Road,12,3.4,300.0
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",No,Yes,JP Nagar,Bar,"Finger Food, North Indian, Chinese",Drinks & nightlife,Bannerghatta Road,1763,3.9,1300.0
Brewsky,"55, 5th Floor, Goenka Chambers, 19th Main Road, Jeewan Griha Colony, Phase 2, JP Nagar, Bangalore",Yes,Yes,JP Nagar,Microbrewery,"Continental, American",Drinks & nightlife,Bannerghatta Road,4312,4.4,1600.0
Vaho Kafe & Pressery,"227,Sitaram Complex, Bilekahalli,opp to IIM-B, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Cafe,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",Delivery,Bannerghatta Road,125,3.9,500.0
A2B - Adyar Ananda Bhavan,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",Delivery,Bannerghatta Road,51,4.1,200.0
Bhaijaan Barbeques,"Opposite Ranka Colony, Off Bannerghatta Road, Bangalore",Yes,No,South Bangalore,Food Truck,"Mughlai, Arabian, BBQ",Delivery,Bannerghatta Road,8,3.4,200.0
Kababish Restaurant,"7th Main, 18th Cross NS Palya, 2nd Stage",Yes,No,BTM,,"North Indian, Chinese, Arabian",Dine-out,Bannerghatta Road,15,3.6,700.0
Fresh Kitchen,"No.16/30, Ground Floor, NS Palya, Bannerghatta Main Road, BTM layout, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Dine-out,Bannerghatta Road,13,3.4,600.0
Kalingas,"399, 16th Main, N.S Palya, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Oriya, Fast Food",Delivery,Bannerghatta Road,173,3.9,250.0
Flow - Terrace Bar & Grill,"Eden Park7, 8 Doresani Palya, Near Kalyani Magnum, Opposite Oracle, 5th Phase, JP Nagar, Bangalore",No,No,JP Nagar,"Lounge, Bar","Pizza, Continental, North Indian, Chinese",Dine-out,Bannerghatta Road,82,3.8,1000.0
Combo Studio,"Near Royal Meenakshi Mall, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"North Indian, Biryani, Chinese",Delivery,Bannerghatta Road,16,3.1,500.0
Nellore Bhojanam,"Near Fortis Hospital, Opposite IBM, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Andhra,Delivery,Bannerghatta Road,175,3.1,250.0
The Chocolatiers,"Third Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Dessert Parlor,Desserts,Desserts,Bannerghatta Road,14,3.5,150.0
The Cravery,"296, Ground Floor, 5th Phase, 100 ft Outer Ring Road, JP Nagar, Bangalore",Yes,No,JP Nagar,Cafe,"Continental, Burger, Beverages, Cafe, Italian, Rolls",Cafes,Bannerghatta Road,18,2.6,500.0
Mast Kalandar,"287, Ground Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,North Indian,Dine-out,Bannerghatta Road,175,2.3,450.0
Status,"70/71, Seetharam Complex, Bilekahalli, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Dine-out,Bannerghatta Road,66,3.2,600.0
The Good Bowl,"161, 161 A, 166, First Floor, Vinayaka Nagar, BG Arkere Road, Near Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,"Takeaway, Delivery","Italian, North Indian, Biryani",Delivery,Bannerghatta Road,8,3.6,500.0
Kesariya,"55, Goenka Chambers, Jeevan Griha Colony, 19th Main, Phase 2, JP Nagar, Bangalore",No,Yes,JP Nagar,Casual Dining,Rajasthani,Dine-out,Bannerghatta Road,1212,4.2,1200.0
Oye Amritsar,"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",Yes,Yes,JP Nagar,Casual Dining,North Indian,Delivery,Bannerghatta Road,756,3.8,1000.0
Panther Cafe,"746, 13th Main Road, 7th Cross Road, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Beverage Shop,Beverages,Delivery,Bannerghatta Road,8,3.5,200.0
Chaitanya Cafe,"135/15, 100 Feet Ring Road, 3rd Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"South Indian, North Indian, Fast Food",Delivery,Bannerghatta Road,92,3.9,300.0
MK Dabbawala,"19, Jalaram Estate, Arekere, Opposite Food World, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Delivery,North Indian,Delivery,Bannerghatta Road,22,3.0,400.0
Dakshin Cafe,"53/1, 3rd Main Road, Dr. Vivekananda Layout, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,South Indian,Delivery,Bannerghatta Road,140,4.1,100.0
Flavorsome Bakes,"Arjun Aura Apartment, Vijaya Bank Layout, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",Desserts,Bannerghatta Road,93,4.0,800.0
Babu Moshai,"31454, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Tejaswini Nagar, Bengaluru",Yes,No,Bannerghatta Road,Quick Bites,"Fast Food, Bengali",Delivery,Bannerghatta Road,43,3.0,500.0
Bathinda Junction,"36, 29th Main Road, Mahadeshwara Nagar, Stage 2, BTM, Bangalore",Yes,No,BTM,Casual Dining,North Indian,Delivery,Bannerghatta Road,362,3.9,600.0
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,"203, Nanjundeshwara Layout, 5h Phase, JP Nagar, Bangalore",No,No,JP Nagar,Bakery,"Bakery, Desserts",Delivery,Bannerghatta Road,11,3.5,250.0
Mom's Momos,"204, Sri Lakshminarayan Complex, Pandrunga Nagar, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,Chinese,Delivery,Bannerghatta Road,6,3.3,300.0
RICE BAR,"3, 1st Cross, Kalyani Kala Mandir, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Delivery,"North Indian, Biryani",Delivery,Bannerghatta Road,7,3.1,500.0
Chai Point,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",Delivery,Bannerghatta Road,132,3.6,250.0
Garma Garam,"MICO Layout, Arakere, Opposite Vijaya Bank, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",Delivery,Bannerghatta Road,144,3.2,350.0
Little Shangai,"Food Parade, Spar Hyper Market, Near Dairy Circle, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Food Court,"Chinese, North Indian, Fast Food",Delivery,Bannerghatta Road,4,3.3,400.0
Donne Biriyani House,"99/2A, Kothnoor Main Road, Opposite RBI Layout Bus Stop, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Biryani, Andhra",Delivery,Bannerghatta Road,212,3.3,350.0
Malabar Mess,"75/1, Hulimavu Gate, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Mess,Kerala,Delivery,Bannerghatta Road,43,3.7,250.0
Mr Gola,"3rd Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Dessert Parlor,Desserts,Desserts,Bannerghatta Road,8,3.4,100.0
Hearts Unlock Cafe,"18, 3rd Floor, 2nd Cross, NS Palya, Industrial Layout, BTM, Bangalore",No,No,BTM,Cafe,"Cafe, Healthy Food",Cafes,Bannerghatta Road,11,3.2,500.0
Berrylicious,"1231/35/2, 24th Main, Opposite Brigade Palm Springs, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Dessert Parlor,"Ice Cream, Desserts, Bakery",Delivery,Bannerghatta Road,89,3.8,400.0
Ningi Family Restaurant,"48/58, Shivani Building, Beside Indian Oil Petrol Pump, Puttenahalli Road, 7th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Quick Bites,"South Indian, Biryani, Chinese",Delivery,Bannerghatta Road,10,3.5,400.0
New Royal Treat,"8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese",Delivery,Bannerghatta Road,102,2.8,350.0
Ambara Gardenia,"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Yes,Yes,Bannerghatta Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",Dine-out,Bannerghatta Road,257,3.8,800.0
Pallavas Veg Cuisine,"81, LA Prosperite, DLF City Road, Near Arkere Saibaba Temple, 6th Stage, 2nd Phase, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",Delivery,Bannerghatta Road,46,3.6,600.0
Sagar Grand,"123, 5th Cross Road, Arakere Gate, Araka Mico Layout, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",Dine-out,Bannerghatta Road,30,3.8,300.0
Purani Dilli By Anand Sweets,"9, Ground Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"North Indian, Continental, Street Food",Dine-out,Bannerghatta Road,315,4.1,500.0
Burrito Boys,"Food Court, Vega City Mall, 172/1, Srinivas Industrial Estate, NS Palya, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,"Food Court, Quick Bites","Mexican, Tex-Mex",Delivery,Bannerghatta Road,6,3.0,400.0
Chavadi,"4, Arama Suites, Sarvabhouma Nagar, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Yes,Yes,Bannerghatta Road,"Casual Dining, Bar","Continental, North Indian, Pizza, Italian",Drinks & nightlife,Bannerghatta Road,2237,4.4,1200.0
Roti Wala,"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,North Indian,Delivery,Bannerghatta Road,197,4.0,300.0
Kanteen The Eatery,"22, Nyanapanahalli Main Road, Opposite Dominos Road, Before New DLF Township Circle, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,North Indian,Dine-out,Bannerghatta Road,78,3.9,400.0
Dreamcatcher,"128/54/10, Ground Floor, Opposite IIM - B, above A2B Dasarapalya, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Cafe,Cafe,Cafes,Bannerghatta Road,49,3.9,600.0
Pizza Hut,"311, 15th Cross, 5th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,Pizza,Delivery,Bannerghatta Road,159,2.7,750.0
New Prashanth Hotel,"92, 1st Floor, DSN Plaza, 1st Main Road, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",Dine-out,Bannerghatta Road,64,3.1,750.0
Empire Restaurant,"1260, SY 35/4, SJR Towers, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",Delivery,Bannerghatta Road,113,3.6,400.0
Garma Garam,"MICO Layout, Arakere, Opposite Vijaya Bank, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",Dine-out,Bannerghatta Road,144,3.2,350.0
Punjabi Corner,"13/11, 1A, BVN Building, Arekere Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese",Dine-out,Bannerghatta Road,201,3.9,250.0
Juice Land,"5, Ground Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Beverage Shop,"Juices, Beverages",Delivery,Bannerghatta Road,141,3.9,300.0
Deccan Spice,"4, Sai Arcade,1st Floor, Wilson Garden Society, Kothnur Main Road, 7th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,"North Indian, South Indian, Biryani",Dine-out,Bannerghatta Road,65,3.5,750.0
Dakshin Food Palace,"#75/A, 24th Main, 6th Phase JP Nagar, Bangalore, Bengaluru",Yes,No,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",Dine-out,Bannerghatta Road,42,3.7,450.0
Krispy Kreme,"172/1, 2nd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Dessert Parlor,"Desserts, Beverages",Delivery,Bannerghatta Road,14,3.7,300.0
Punjabi Times,"15/1, Opposite Shopper's Stop, Bannerghatta Road, Bangalore",Yes,Yes,Bannerghatta Road,Casual Dining,North Indian,Delivery,Bannerghatta Road,1025,4.1,1000.0
Shiv Sagar,"4th Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"South Indian, Street Food",Dine-out,Bannerghatta Road,85,2.9,250.0
Darjeeling Momos & Fast Food Center,"Near AECS Maruthi Dental College, Doddakammanahalli, Bannergatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Fast Food, Momos",Dine-out,Bannerghatta Road,37,3.8,250.0
Samosa Singh,"#12, 12th Cross BDG Residency, Puttenahalli",Yes,No,JP Nagar,Quick Bites,"Street Food, Fast Food, Rolls, Desserts",Delivery,Bannerghatta Road,153,4.0,200.0
K.C Das,"Akshayvana Complex, Akshay Nagar Main Road, Near DLF, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,"Sweet Shop, Quick Bites","Mithai, Street Food",Desserts,Bannerghatta Road,8,3.4,200.0
Shuddh Desi Khana,"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,North Indian,Dine-out,Bannerghatta Road,597,4.0,400.0
Andhra Grills,"114/512, Kothanur Main Road, 7th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,"Andhra, North Indian, Biryani",Dine-out,Bannerghatta Road,55,3.0,800.0
Sai Abhiruchi,"808, 1st Floor, Above Eye World Optical, 7th Cross, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Casual Dining,"Andhra, North Indian, Biryani",Delivery,Bannerghatta Road,335,3.7,800.0
Roll Over,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",Desserts,Bannerghatta Road,237,4.1,500.0
Coastal Inn,"204, Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Casual Dining,"Chinese, North Indian, Seafood",Dine-out,Bannerghatta Road,66,3.4,800.0
Domino's Pizza,"10, 1st Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Pizza, Fast Food",Dine-out,Bannerghatta Road,314,3.7,800.0
Box Magic,"67, Doresani Palya Main Road, Bilekahalli Dakahale, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Seafood, Rolls",Dine-out,Bannerghatta Road,21,3.6,400.0
Kalingas,"399, 16th Main, N.S Palya, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Oriya, Fast Food",Dine-out,Bannerghatta Road,173,3.9,250.0
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",Yes,No,BTM,"Takeaway, Delivery","Biryani, North Indian, Mughlai",Delivery,Bannerghatta Road,28,3.1,400.0
Desi Bites,"Food Parade, Spar Hypermarket, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Food Court,Street Food,Delivery,Bannerghatta Road,4,3.3,200.0
Kabab Mehal,"44, 3rd Cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Kebab, North Indian, Fast Food, Beverages",Delivery,Bannerghatta Road,65,3.7,400.0
Maa'r Rannaghor,"104/1, 21st Main Road, 6th Cross Road, R K Colony, JP Nagar 2nd Phase, Bangalore",Yes,No,JP Nagar,Quick Bites,"Bengali, Chinese",Delivery,Bannerghatta Road,20,3.8,400.0
Pizza Da Dhaba,"31, 4th Cross Road, Panduranga Nagar, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"Fast Food, Pizza",Dine-out,Bannerghatta Road,8,3.2,400.0
Mom's Momos,"Near 7 Days Supermarket, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,Chinese,Dine-out,Bannerghatta Road,25,3.7,100.0
CakeZone,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",Delivery,Bannerghatta Road,13,3.7,200.0
Hiyar Majhe Kolkata,"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Bengali, North Indian",Delivery,Bannerghatta Road,244,4.0,400.0
Five Star Chicken,"18th Cross road, 5th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Burger, Fast Food, Roast Chicken, Finger Food",Delivery,Bannerghatta Road,62,3.9,300.0
Malhar Maharashtrian Cuisine,"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,Maharashtrian,Delivery,Bannerghatta Road,101,4.0,500.0
Soup Station,"172/1, Vega City Mall, Floor 3, Food Court, Beside, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Continental,Dine-out,Bannerghatta Road,10,3.6,250.0
WAFL,"3rd Floor, Food Court, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Food Court,"Cafe, Fast Food, Desserts, Beverages",Delivery,Bannerghatta Road,40,3.9,400.0
Hungry Buddies,"17, 19th Cross, 7th Main Road, NS Palya, BTM 2nd Stage, BTM, Bangalore",No,No,BTM,Quick Bites,North Indian,Dine-out,Bannerghatta Road,33,3.3,150.0
